ID,日付,銘柄コード,銘柄名,方向,信頼度,エントリー時刻,エントリー価格,エグジット時刻,エグジット価格,損益(円),損益(%),エグジット理由,シグナル理由,BE発動,セッション,保有バー数,ロット数,最大含み益(%),最大含み損(%)
239,2026-06-26,5803,フジクラ,long,strong,09:39,6498.0,09:41,6465.5,-9974,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,2,30700,0.477,-0.600
296,2026-06-26,7011,三菱重工業,long,strong,09:40,3614.0,09:46,3595.9,-9993,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,6,55300,0.332,-0.526
225,2026-06-26,6857,アドバンテスト,short,strong,09:41,33520.0,09:57,33017.2,29665,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,16,5900,1.581,-0.328
273,2026-06-26,6981,村田製作所,short,medium,09:41,11335.0,09:42,11391.7,-9975,-0.500,SL,大台割れ (11400円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,1,17600,0.000,-0.706
304,2026-06-26,8035,東京エレクトロン,short,medium,09:41,73660.0,09:45,73660.0,0,0.000,BE,大台割れ (73700円割り込み)｜[信頼度：中] トレンド逆行・勢い一致・出来高増,true,am,4,2700,0.516,-0.190
251,2026-06-26,6976,太陽誘電,short,medium,09:46,17370.0,09:49,17456.8,-9988,-0.500,SL,大台割れ (17400円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,3,11500,0.288,-0.633
240,2026-06-26,5803,フジクラ,long,strong,09:47,6531.0,09:53,6531.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,6,30600,0.536,-0.291
291,2026-06-26,9984,ソフトバンクG,short,strong,09:49,6322.0,10:33,6227.2,29966,1.500,TP,VWAP反落（戻り売り）(VWAP:6337.8)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,44,31600,1.534,-0.158
252,2026-06-26,6976,太陽誘電,short,medium,09:50,17365.0,09:51,17451.8,-9985,-0.500,SL,大台割れ (17400円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,1,11500,0.000,-0.576
310,2026-06-26,8316,三井住友FG,short,strong,09:50,6356.0,10:15,6387.8,-9979,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,25,31400,0.267,-0.535
226,2026-06-26,6857,アドバンテスト,short,medium,09:57,33080.0,10:01,33245.4,-9924,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い不一致・出来高増,false,am,4,6000,0.091,-0.877
305,2026-06-26,8035,東京エレクトロン,long,strong,10:00,73910.0,10:32,73910.0,0,0.000,BE,大台超え (73900円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,32,2700,0.704,-0.338
274,2026-06-26,6981,村田製作所,long,strong,10:01,11400.0,10:02,11400.0,0,0.000,BE,大台超え (11400円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,1,17500,0.614,-0.044
275,2026-06-26,6981,村田製作所,long,strong,10:02,11440.0,10:05,11382.8,-9953,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,3,17400,0.131,-1.180
213,2026-06-26,6920,レーザーテック,short,medium,10:04,51030.0,10:16,51285.1,-9951,-0.500,SL,大台割れ (51100円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,12,3900,0.353,-0.627
227,2026-06-26,6857,アドバンテスト,short,medium,10:04,33100.0,10:16,33265.5,-9930,-0.500,SL,大台割れ (33200円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,12,6000,0.393,-0.514
241,2026-06-26,5803,フジクラ,short,medium,10:05,6408.0,10:15,6408.0,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,10,31200,0.624,-0.343
253,2026-06-26,6976,太陽誘電,short,strong,10:05,17235.0,10:07,17321.2,-9996,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,2,11600,0.029,-0.609
297,2026-06-26,7011,三菱重工業,short,medium,10:05,3604.0,10:13,3622.0,-9983,-0.500,SL,三尊（ヘッド&ショルダー）(ネックライン:3607.5円割れ)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,8,55400,0.055,-0.777
276,2026-06-26,6981,村田製作所,short,strong,10:06,11300.0,10:11,11356.5,-9944,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,5,17600,0.354,-0.575
254,2026-06-26,6976,太陽誘電,short,medium,10:08,17270.0,10:11,17356.3,-9930,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い不一致・出来高増,false,am,3,11500,0.261,-0.782
284,2026-06-26,6526,ソシオネクスト,short,medium,10:10,2598.0,10:15,2611.0,-9989,-0.500,SL,大台割れ (2600円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,5,76900,0.154,-0.731
311,2026-06-26,8316,三井住友FG,long,strong,10:10,6376.0,11:25,6344.1,-9978,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,75,31300,0.345,-0.580
298,2026-06-26,7011,三菱重工業,long,strong,10:13,3628.0,10:21,3609.9,-9995,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,8,55100,0.303,-0.524
285,2026-06-26,6526,ソシオネクスト,long,strong,10:15,2615.0,10:22,2601.9,-9989,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,7,76400,0.019,-0.650
214,2026-06-26,6920,レーザーテック,long,strong,10:21,51290.0,10:26,51033.6,-9745,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,5,3800,0.000,-0.507
228,2026-06-26,6857,アドバンテスト,short,medium,10:21,33290.0,10:33,32790.7,29961,1.500,TP,大台割れ (33300円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,12,6000,1.622,-0.060
255,2026-06-26,6976,太陽誘電,short,medium,10:21,17355.0,10:32,17094.7,29937,1.500,TP,大台割れ (17400円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,11,11500,1.642,-0.029
277,2026-06-26,6981,村田製作所,short,medium,10:21,11375.0,10:54,11204.4,29859,1.500,TP,大台割れ (11400円割り込み)｜[信頼度：中] トレンド逆行・勢い一致・出来高増,true,am,33,17500,1.670,-0.132
215,2026-06-26,6920,レーザーテック,short,medium,10:26,51070.0,11:08,50303.9,29876,1.500,TP,大台割れ (51100円割り込み)｜[信頼度：中] トレンド逆行・勢い一致・出来高増,true,am,42,3900,1.566,-0.313
242,2026-06-26,5803,フジクラ,short,strong,10:26,6392.0,10:32,6392.0,0,0.000,BE,大台割れ (6400円割り込み)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,6,31200,0.626,-0.188
286,2026-06-26,6526,ソシオネクスト,short,strong,10:26,2596.5,10:38,2596.5,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,12,77000,0.635,-0.308
299,2026-06-26,7011,三菱重工業,short,medium,10:26,3602.0,12:30,3548.0,29987,1.500,TP,三尊（ヘッド&ショルダー）(ネックライン:3605.5円割れ)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,64,55500,1.749,-0.222
243,2026-06-26,5803,フジクラ,short,strong,10:32,6355.0,10:48,6355.0,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,16,31400,0.551,-0.488
256,2026-06-26,6976,太陽誘電,short,strong,10:32,17085.0,10:55,16828.7,29984,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,23,11700,1.551,-0.380
306,2026-06-26,8035,東京エレクトロン,short,strong,10:32,73700.0,10:37,73700.0,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,5,2700,0.502,-0.190
229,2026-06-26,6857,アドバンテスト,short,strong,10:33,32760.0,12:30,32268.6,29975,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,pm,57,6100,2.686,-0.488
292,2026-06-26,9984,ソフトバンクG,short,strong,10:33,6225.0,10:58,6256.1,-9991,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,25,32100,0.402,-0.643
307,2026-06-26,8035,東京エレクトロン,short,medium,10:42,73550.0,12:30,72446.8,29788,1.500,TP,大台割れ (73600円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,48,2700,2.719,-0.476
244,2026-06-26,5803,フジクラ,short,strong,10:49,6313.0,11:06,6218.3,29924,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,17,31600,1.600,-0.412
278,2026-06-26,6981,村田製作所,short,strong,10:54,11195.0,10:59,11195.0,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,5,17800,0.581,-0.134
287,2026-06-26,6526,ソシオネクスト,short,strong,10:54,2583.5,11:25,2544.7,29994,1.500,TP,VWAPクロス下抜け (VWAP:2586.9)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,31,77400,1.742,0.000
257,2026-06-26,6976,太陽誘電,short,strong,10:55,16850.0,10:59,16850.0,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,4,11800,0.682,-0.148
312,2026-06-26,8316,三井住友FG,short,strong,10:56,6359.0,13:08,6359.0,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,pm,72,31400,0.755,-0.157
293,2026-06-26,9984,ソフトバンクG,short,medium,10:58,6253.0,11:02,6284.3,-9974,-0.500,SL,長い上ヒゲ (天井シグナル, RSI:58.88365822902285%)｜[信頼度：中] トレンド一致・勢い不一致・出来高増,false,am,4,31900,0.096,-0.672
258,2026-06-26,6976,太陽誘電,short,medium,10:59,16860.0,11:24,16607.1,29842,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い不一致・出来高増,true,am,25,11800,1.542,-0.267
216,2026-06-26,6920,レーザーテック,long,strong,13:00,50150.0,13:19,50150.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,pm,19,3900,0.837,-0.399
230,2026-06-26,6857,アドバンテスト,short,medium,13:00,32290.0,13:16,32451.4,-9848,-0.500,SL,長い上ヒゲ (天井シグナル, RSI:60.62934255822051%)｜[信頼度：中] トレンド一致・勢い不一致・出来高増,false,pm,16,6100,0.434,-0.588
259,2026-06-26,6976,太陽誘電,short,medium,13:00,15690.0,13:01,15768.4,-9963,-0.500,SL,大台割れ (15700円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,pm,1,12700,0.032,-0.510
314,2026-06-26,8316,三井住友FG,long,strong,13:00,6345.0,15:01,6345.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,pm,121,31500,0.804,-0.110
279,2026-06-26,6981,村田製作所,short,medium,13:02,10695.0,13:03,10748.5,-10000,-0.500,SL,大台割れ (10700円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,pm,1,18700,0.281,-0.701
288,2026-06-26,6526,ソシオネクスト,long,strong,13:05,2510.0,13:24,2510.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,pm,19,79600,1.096,-0.080
260,2026-06-26,6976,太陽誘電,short,strong,13:06,15650.0,13:07,15728.2,-9938,-0.500,SL,大台割れ (15700円割り込み)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,pm,1,12700,0.000,-0.575
231,2026-06-26,6857,アドバンテスト,long,strong,13:08,32400.0,13:25,32238.0,-9882,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,pm,17,6100,0.247,-0.556
245,2026-06-26,5803,フジクラ,long,strong,13:12,6234.0,13:22,6202.8,-9974,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,pm,10,32000,0.241,-0.626
261,2026-06-26,6976,太陽誘電,short,medium,13:12,15765.0,13:15,15843.8,-9932,-0.500,SL,大台割れ (15800円割り込み)｜[信頼度：中] トレンド一致・勢い不一致・出来高増,false,pm,3,12600,0.412,-1.586
262,2026-06-26,6976,太陽誘電,long,strong,13:16,15930.0,13:19,15850.4,-9956,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,pm,3,12500,0.063,-0.816
294,2026-06-26,9984,ソフトバンクG,short,medium,13:18,6177.0,14:15,6177.0,0,0.000,BE,弱気はらみ線 (天井反転の兆し, RSI:61.14860505362388%)｜[信頼度：中] トレンド一致・勢い不一致・出来高増,true,pm,57,32300,0.874,-0.146
308,2026-06-26,8035,東京エレクトロン,short,medium,13:18,72580.0,13:47,71491.3,29395,1.500,TP,大台割れ (72600円割り込み)｜[信頼度：中] トレンド逆行・勢い一致・出来高増,true,pm,29,2700,1.502,-0.083
217,2026-06-26,6920,レーザーテック,short,medium,13:19,50170.0,13:53,49417.4,29349,1.500,TP,大台割れ (50200円割り込み)｜[信頼度：中] トレンド逆行・勢い一致・出来高増,true,pm,34,3900,1.674,-0.140
263,2026-06-26,6976,太陽誘電,short,medium,13:19,15845.0,13:20,15924.2,-9982,-0.500,SL,大台割れ (15900円割り込み)｜[信頼度：中] トレンド逆行・勢い一致・出来高増,false,pm,1,12600,0.063,-0.947
246,2026-06-26,5803,フジクラ,short,medium,13:22,6197.0,13:30,6197.0,0,0.000,BE,大台割れ (6200円割り込み)｜[信頼度：中] トレンド逆行・勢い一致・出来高増,true,pm,8,32200,0.758,-0.161
289,2026-06-26,6526,ソシオネクスト,short,medium,13:24,2511.0,14:15,2523.6,-9994,-0.500,SL,三尊（ヘッド&ショルダー）(ネックライン:2521.8円割れ)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,pm,51,79600,0.458,-0.657
300,2026-06-26,7011,三菱重工業,short,strong,13:24,3560.0,14:11,3577.8,-9986,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,pm,47,56100,0.225,-0.562
232,2026-06-26,6857,アドバンテスト,short,medium,13:25,32230.0,13:27,32391.1,-9991,-0.500,SL,大台割れ (32300円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,pm,2,6200,0.031,-0.590
280,2026-06-26,6981,村田製作所,short,medium,13:26,10795.0,13:52,10633.1,29956,1.500,TP,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,26,18500,1.575,-0.324
233,2026-06-26,6857,アドバンテスト,long,strong,13:30,32480.0,13:34,32317.6,-9906,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,pm,4,6100,0.062,-0.677
264,2026-06-26,6976,太陽誘電,long,strong,13:31,16025.0,13:38,15944.9,-9936,-0.500,SL,大台超え (16000円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,pm,7,12400,0.156,-0.562
234,2026-06-26,6857,アドバンテスト,short,medium,13:33,32360.0,13:53,31874.6,29609,1.500,TP,下落相場の戻り売り (RSI:50.82608292404157% · MA25以下)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,pm,20,6100,1.545,0.000
266,2026-06-26,6976,太陽誘電,short,medium,13:33,15990.0,13:41,16069.9,-9994,-0.500,SL,大台割れ (16000円割り込み)｜[信頼度：中] トレンド逆行・勢い一致・出来高増,false,pm,8,12500,0.438,-0.813
247,2026-06-26,5803,フジクラ,short,strong,13:37,6141.0,14:12,6141.0,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,pm,35,32500,1.156,-0.358
265,2026-06-26,6976,太陽誘電,long,strong,13:40,16005.0,13:41,16005.0,0,0.000,BE,大台超え (16000円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,pm,1,12400,0.719,-0.281
267,2026-06-26,6976,太陽誘電,long,strong,13:41,16095.0,13:54,16095.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,pm,13,12400,0.652,-0.404
309,2026-06-26,8035,東京エレクトロン,short,strong,13:47,71510.0,14:24,71867.5,-9654,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,pm,37,2700,0.489,-0.615
313,2026-06-26,8316,三井住友FG,short,medium,13:48,6361.0,14:27,6392.8,-9987,-0.500,SL,VWAPクロス下抜け (VWAP:6361.5)｜[信頼度：中] トレンド逆行・勢い一致・出来高増,false,pm,39,31400,0.110,-0.519
281,2026-06-26,6981,村田製作所,short,strong,13:52,10625.0,13:57,10678.1,-9987,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,pm,5,18800,0.424,-0.518
218,2026-06-26,6920,レーザーテック,short,strong,13:53,49410.0,14:02,49657.0,-9882,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,pm,9,4000,0.081,-0.546
235,2026-06-26,6857,アドバンテスト,short,strong,13:53,31910.0,14:02,32069.5,-9892,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,pm,9,6200,0.063,-0.533
268,2026-06-26,6976,太陽誘電,long,strong,13:54,16195.0,14:07,16437.9,29880,1.500,TP,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,pm,13,12300,1.513,-0.062
236,2026-06-26,6857,アドバンテスト,short,medium,14:03,31980.0,14:13,32139.9,-9914,-0.500,SL,大台割れ (32000円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,pm,10,6200,0.156,-0.625
269,2026-06-26,6976,太陽誘電,long,strong,14:07,16420.0,14:28,16666.3,29802,1.500,TP,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,pm,21,12100,1.705,-0.426
219,2026-06-26,6920,レーザーテック,short,medium,14:14,49960.0,14:19,50209.8,-9992,-0.500,SL,弱気はらみ線 (天井反転の兆し, RSI:64.44488971349585%)｜[信頼度：中] トレンド一致・勢い不一致・出来高増,false,pm,5,4000,0.120,-0.500
282,2026-06-26,6981,村田製作所,short,strong,14:16,10675.0,14:28,10728.4,-9981,-0.500,SL,大台割れ (10700円割り込み)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,pm,12,18700,0.141,-0.562
301,2026-06-26,7011,三菱重工業,short,medium,14:16,3581.0,15:20,3557.0,13392,0.670,TIME,VWAPクロス下抜け (VWAP:3584.6)｜[信頼度：中] トレンド逆行・勢い一致・出来高増,true,pm,64,55800,0.866,-0.112
220,2026-06-26,6920,レーザーテック,long,strong,14:17,50080.0,14:44,50080.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,pm,27,3900,0.559,-0.220
295,2026-06-26,9984,ソフトバンクG,long,strong,14:23,6181.0,14:38,6181.0,0,0.000,BE,逆三尊（インバースH&S）(ネックライン:6178.0円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,pm,15,32300,0.744,-0.016
237,2026-06-26,6857,アドバンテスト,long,strong,14:28,32200.0,14:45,32039.0,-9982,-0.500,SL,逆三尊（インバースH&S）(ネックライン:32180.0円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,pm,17,6200,0.062,-0.590
270,2026-06-26,6976,太陽誘電,long,strong,14:28,16690.0,14:32,16690.0,0,0.000,BE,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,pm,4,11900,0.539,-0.359
283,2026-06-26,6981,村田製作所,short,medium,14:29,10725.0,14:30,10778.6,-9974,-0.500,SL,弱気はらみ線 (天井反転の兆し, RSI:59.040374608577395%)｜[信頼度：中] トレンド一致・勢い不一致・出来高増,false,pm,1,18600,0.000,-0.793
290,2026-06-26,6526,ソシオネクスト,long,strong,14:29,2525.5,14:44,2512.9,-9988,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,pm,15,79100,0.475,-0.653
360,2026-06-29,6976,太陽誘電,long,strong,09:05,17480.0,09:05,17392.6,-9964,-0.500,SL,大台超え (17400円突破)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,1,11400,0.372,-0.744
370,2026-06-29,6981,村田製作所,short,strong,09:05,10585.0,09:08,10637.9,-9950,-0.500,SL,大台割れ (10600円割り込み)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,12,18800,0.425,-0.945
425,2026-06-29,8035,東京エレクトロン,short,medium,09:05,72600.0,09:05,72963.0,-9801,-0.500,SL,大台割れ (72700円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,1,2700,0.152,-0.551
315,2026-06-29,6920,レーザーテック,short,medium,09:07,49030.0,09:11,49030.0,0,0.000,BE,大台割れ (49100円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,9,4000,0.612,-0.388
406,2026-06-29,9984,ソフトバンクG,short,medium,09:07,6160.0,09:07,6190.8,-9979,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,1,32400,0.065,-0.731
426,2026-06-29,8035,東京エレクトロン,short,medium,09:07,72570.0,09:10,72932.8,-9797,-0.500,SL,大台割れ (72600円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,5,2700,0.096,-0.634
342,2026-06-29,5803,フジクラ,short,medium,09:08,5896.0,09:08,5925.5,-9994,-0.500,SL,大台割れ (5900円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,1,33900,0.322,-0.526
371,2026-06-29,6981,村田製作所,long,strong,09:08,10665.0,09:08,10611.7,-9972,-0.500,SL,VWAPクロス上抜け (VWAP:10627.5)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,1,18700,0.188,-0.938
372,2026-06-29,6981,村田製作所,long,strong,09:08,10665.0,09:10,10611.7,-9972,-0.500,SL,VWAP反発（押し目買い）(VWAP:10628.0)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,2,18700,0.422,-0.516
389,2026-06-29,6526,ソシオネクスト,short,medium,09:08,2533.5,09:09,2546.2,-9995,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,2,78900,0.099,-0.572
407,2026-06-29,9984,ソフトバンクG,short,medium,09:08,6150.0,09:11,6180.7,-9994,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,4,32500,0.455,-0.569
343,2026-06-29,5803,フジクラ,short,medium,09:10,5881.0,09:11,5910.4,-9998,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,false,am,1,34000,0.000,-1.054
427,2026-06-29,8035,東京エレクトロン,long,strong,09:11,73430.0,09:16,73062.9,-9913,-0.500,SL,VWAPクロス上抜け (VWAP:72934.3)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,5,2700,0.354,-0.531
373,2026-06-29,6981,村田製作所,long,strong,09:12,10800.0,09:15,10746.0,-9990,-0.500,SL,ダウ理論: 直近高値更新 (上昇トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,3,18500,0.185,-0.880
390,2026-06-29,6526,ソシオネクスト,long,strong,09:12,2572.5,09:15,2559.6,-9994,-0.500,SL,ゴールデンクロス (MA5:2553.8 > MA25:2549.88, 乖離:0.15%)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,3,77700,0.408,-0.933
316,2026-06-29,6920,レーザーテック,short,medium,09:14,48940.0,09:15,48940.0,0,0.000,BE,大台割れ (49000円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,1,4000,1.063,0.000
329,2026-06-29,6857,アドバンテスト,short,medium,09:14,31820.0,09:15,31820.0,0,0.000,BE,大台割れ (31900円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,1,6200,0.691,-0.031
428,2026-06-29,8035,東京エレクトロン,short,medium,09:14,73400.0,09:18,73767.0,-9909,-0.500,SL,大台割れ (73500円割り込み)｜[信頼度：中] トレンド逆行・勢い一致・出来高増,false,am,4,2700,0.490,-0.586
317,2026-06-29,6920,レーザーテック,short,strong,09:15,48620.0,09:16,48620.0,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,1,4100,0.843,-0.123
330,2026-06-29,6857,アドバンテスト,short,strong,09:15,31660.0,09:16,31660.0,0,0.000,BE,大台割れ (31700円割り込み)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,1,6300,0.758,-0.063
408,2026-06-29,9984,ソフトバンクG,short,strong,09:15,6108.0,09:16,6108.0,0,0.000,BE,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,1,32700,0.622,-0.229
418,2026-06-29,7011,三菱重工業,short,strong,09:15,3713.0,09:22,3657.3,29964,1.500,TP,VWAP反落（戻り売り）(VWAP:3727.1)｜[信頼度：強] トレンド一致・勢い一致・出来高増,true,am,7,53800,1.589,-0.162
318,2026-06-29,6920,レーザーテック,short,strong,09:16,48290.0,09:17,48531.4,-9899,-0.500,SL,ダウ理論: 直近安値更新 (下落トレンド継続)｜[信頼度：強] トレンド一致・勢い一致・出来高増,false,am,1,4100,0.041,-0.601
344,2026-06-29,5803,フジクラ,short,medium,09:16,5899.0,09:17,5899.0,0,0.000,BE,大台割れ (5900円割り込み)｜[信頼度：中] トレンド一致・勢い一致・出来高薄,true,am,1,33900,0.763,-0.356
