date,symbol,entryTime,entryPrice,exitPrice,pnl,win,hour,minute,timeMinutes,volumeRatio,atrRatio,adx,boardScore,boardSignal,buyPressureRatio,largeBuyWall,largeSellWall,regime,slope,vwapDeviation,ma5_above_ma25_5m,ma5_5m,ma25_5m,rsi,bbPosition,roundUnit,barsAboveRound
"2026-06-26","5803","14:44",6092,6131,-3900,0,14,44,884,2.930313086134757,0.0019228965387862302,19.933771371047385,2,"sell_pressure",0.17,0,0,"down",-0.0006847081838930551,-0.03500201530854802,0,6115.4,6145.52,18.292682926829272,-0.11669511923162983,100,10
"2026-06-26","5803","15:01",6096,6131,-3500,0,15,1,901,1.0813923726644483,0.0020153730783652045,28.171525782665572,2,"sell_pressure",0.18,0,0,"down",-0.000278095861279241,-0.03350873516858209,0,6102.2,6141.68,51.13636363636364,0.3055192704432974,100,10
"2026-06-26","5803","15:19",6090,6131,-4100,0,15,19,919,1.7497206703910615,0.0018531550551254986,22.009972730089483,3,"sell_pressure",0.17,0,0,"neutral",-0.00006563833278634722,-0.03360107492170542,0,6100.4,6123.8,49.01960784313726,0.1801404464096104,100,10
"2026-06-26","6526","09:59",2597,2615,-5400,0,9,59,599,0.8281893004115226,0.0033967765003575555,19.761922715942575,2,"sell_pressure",0.35,0,0,"down",-0.0004217791411042945,0.005411629409246459,0,2600.7,0,49.03846153846154,0.3438239734270897,100,10
"2026-06-26","6526","10:05",2599.5,2615,-4650,0,10,5,605,1.933249370277078,0.0027203033550408044,19.803148227983787,2,"sell_pressure",0.34,0,0,"neutral",-0.00009607993850883935,0.006076223712809816,0,2604.2,0,33.33333333333333,0.28222947132748044,100,10
"2026-06-26","6526","10:10",2598,2615,-5100,0,10,10,610,0.9960745829244357,0.002611899263169471,17.599717367697195,2,"sell_pressure",0.35,0,0,"neutral",-0.000019241870309794112,0.00525601078148956,0,2602.3,0,43.66197183098591,0.21205975473622315,100,10
"2026-06-26","6526","10:26",2596.5,2597,-150,0,10,26,626,1.9076457229371688,0.0027509559571951255,19.390865521118766,2,"sell_pressure",0.35,0,0,"down",-0.000650468720107136,0.003972159323263785,0,2602.2,0,45.36082474226804,0.15197864803688219,100,10
"2026-06-26","6526","12:30",2492,2495.5,-1050,0,12,30,750,9.514409790761942,0.0032532675991745015,74.68397501161816,2,"sell_pressure",0.19,0,0,"down",-0.002618210238374365,-0.03357069368855288,0,2541.1,2582.34,5.844155844155836,-0.43238119383672097,100,10
"2026-06-26","7011","10:30",3596,3596,0,0,10,30,630,3.454404945904173,0.0017678372795169235,14.916291778233523,3,"sell_pressure",0.56,0,0,"down",-0.0005255878284923928,-0.0005296265031995824,0,3611.6,0,26.984126984126974,0.05116718830154435,100,10
"2026-06-26","7011","10:32",3592,3595,-600,0,10,32,632,1.2652791542781632,0.0018294622971683104,10.876216565156026,2,"sell_pressure",0.56,0,0,"down",-0.0005537098560354375,-0.001644615646481435,0,3610.8,0,26.86567164179104,0.05583127056577417,100,10
"2026-06-26","9984","10:06",6287,6234,5300,1,10,6,606,3.5287155849009593,0.0017155581812811017,10.913772413767573,3,"sell_pressure",0.61,0,0,"down",-0.0004433887569279493,-0.0073021412947876264,0,6320,0,36.559139784946225,-0.07065754663855132,100,10
"2026-06-26","9984","10:46",6200,6234,-3400,0,10,46,646,2.723698781838317,0.0022119815668202765,43.52375773409364,2,"sell_pressure",0.47,0,0,"down",-0.00035358405657344905,-0.017508031500689584,0,6231,0,29.670329670329664,0.031086875773048445,100,10
"2026-06-26","9984","12:30",6200,6173,2700,1,12,30,750,15.683461909353905,0.0025230414746543776,30.990111102758053,2,"sell_pressure",0.4,0,0,"down",-0.0009268136784915308,-0.015574168007587784,0,6241.2,6276.84,26.92307692307692,-0.3746242758855643,100,10
"2026-06-26","9984","14:37",6199,6199,0,0,14,37,877,1.681260945709282,0.0020740672458691494,55.39264678218117,2,"sell_pressure",0.58,0,0,"neutral",-0.000016129032258064517,-0.008054673211336853,1,6198,6155.88,59.375,0.5236508419923591,100,10
"2026-06-26","9984","15:24",6200,6226,-2600,0,15,24,924,1.2368185117192503,0.0027649769585253456,50.67684963878992,1,"large_buy_wall",0.76,1,0,"down",-0.0007046764894298527,-0.007114123422124528,1,6224.2,6178.64,45.89041095890411,0.11857376375101775,100,10
