date,symbol,entryTime,entryPrice,exitPrice,pnl,win,timeMinutes,hour,volumeRatio,atrRatio,adx,boardScore,buyPressureRatio,slope,vwapDeviation,rsi,bbPosition,barsAboveRound,regime,boardSignal,largeBuyWall,largeSellWall,ma5_above_ma25_5m
2026-06-18,9984,09:47,7197,7088,10900,true,587,9,1,0.002502978103389421,8.241403148034408,0,0.85,-0.0014620689655172414,0,48.02583522837492,0.348955437968843,9,neutral,neutral,false,false,false
2026-06-18,9984,10:05,7097,7133,-3600,false,605,10,1,0.001753773373528025,19.762272894200386,2,0.59,-0.001204481792717087,0,32.33710395999243,0.10194625641742089,9,down,sell_pressure,false,false,false
2026-06-18,9984,10:24,7096,7143,-4700,false,624,10,1,0.0018872233695251435,13.091775599885201,2,0.59,-0.0008419870895312938,0,40.36371978976958,0.22310676069298038,9,neutral,sell_pressure,false,false,false
2026-06-18,9984,10:31,7097,7143,-4600,false,631,10,1,0.001636920287446402,12.086997389904777,2,0.59,-0.0002814126917123962,0,42.19333596768104,0.17715940416976028,9,down,sell_pressure,false,false,false
2026-06-18,9984,10:47,7085,7123,-3800,false,647,10,1,0.0019483410241282074,14.32732440784039,2,0.57,-0.0018458956789260243,0,40.161875410534755,0.17381663504016032,9,neutral,sell_pressure,false,false,false
2026-06-18,9984,11:00,7098,7096,200,true,660,11,1,0.0016617157881864575,11.285441458699177,2,0.59,-0.0007019514249613927,0,45.584579785848746,0.34020663767270914,9,neutral,sell_pressure,false,false,false
2026-06-18,9984,11:10,7096,7096,0,false,670,11,1,0.0017289208718180786,10.530029803269835,2,0.59,0,0,46.622767045795825,0.36735458508861485,9,neutral,sell_pressure,false,false,false
2026-06-18,9984,13:33,7198,7234,-3600,false,813,13,1,0.0012389773868851477,18.77012838051248,0,0.86,-0.0004712404712404712,0.014231365365647456,37.13938202028505,0.02876309850369151,9,down,neutral,false,false,true
2026-06-19,3436,09:33,4357,4363,-1200,false,573,9,1,0.005936454242625553,23.577798167440342,2,0.53,-0.0032068654019873537,0,39.87906437898755,0.36788621667638083,9,neutral,sell_pressure,false,false,false
2026-06-19,3436,10:32,4400,4422,-4400,false,632,10,1,0.002299923265239457,10.075538687767793,2,0.55,-0.0005439709882139619,0,43.29878944489615,-0.09403174432241052,9,down,sell_pressure,false,false,false
2026-06-19,3436,10:40,4386,4315,14200,true,640,10,1,0.0021871502312091483,8.90997190053512,2,0.54,-0.0014486192847442281,0,38.57557090151832,-0.16379610814482623,9,down,sell_pressure,false,false,false
2026-06-19,3436,13:46,4198,4226,-5600,false,826,13,1,0.001464396173671141,18.243806867422418,2,0.34,-0.0013721315353678733,0,31.39075404762599,-0.11382559166960882,9,down,sell_pressure,false,false,false
2026-06-19,3436,13:51,4198,4226,-5600,false,831,13,1,0.0016150871398983627,18.766794233520358,2,0.34,0,0,36.736630769915195,0.0809084012755279,9,neutral,sell_pressure,false,false,false
2026-06-19,3778,10:17,3200,3225,-7500,false,617,10,1,0.0016872448193070632,27.892944354515254,0,1.14,-0.0006230529595015577,0,62.2126806716394,0.7156655464068763,9,neutral,neutral,false,false,false
2026-06-19,3778,10:19,3200,3225,-7500,false,619,10,1,0.0016700605839943552,27.48964145324057,0,1.12,-0.0006230529595015577,0,60.400002126941025,0.6689213343233469,9,neutral,neutral,false,false,false
2026-06-19,5016,09:33,4587,4631,-8800,false,573,9,1,0.0041539539271164706,11.524669233935311,1,0.78,-0.000304745319982586,0,48.52727070455748,0.5534649103726182,9,neutral,neutral,false,false,false
2026-06-19,5016,10:34,4698,4762,-12800,false,634,10,1,0.0017432689457691627,15.449055422244138,0,1.01,-0.0005095541401273885,0,56.318263323508766,0.6538274471620289,9,neutral,neutral,false,false,false
2026-06-19,5016,10:51,4682,4688,-1200,false,651,10,1,0.003061371815030534,18.908140113061087,0,0.99,-0.0038131154410224175,0,39.95309178492593,0.055974690250894805,9,neutral,neutral,false,false,false
2026-06-19,5016,11:03,4593,4622,-5800,false,663,11,1,0.004041996606437073,19.31383834301391,1,0.74,-0.004136460554371002,0,31.61674442966614,-0.007891091795857511,9,down,neutral,false,false,false
2026-06-19,5016,11:13,4589,4614,-5000,false,673,11,1,0.003451475268898826,19.34551325967366,1,0.77,-0.002240896358543417,0,35.77028976145134,0.1526293289781038,9,down,neutral,false,false,false
2026-06-19,6526,09:24,2695.5,2711,-4650,false,564,9,1,0.0051805919919442455,3.83631329923657,2,0.41,-0.002165137614678899,0,51.91815856777494,0.5,9,neutral,sell_pressure,false,false,false
2026-06-19,6526,10:14,2796,2751.5,13350,true,614,10,1,0.00240387537143045,24.940478294746978,2,0.61,-0.0015261756876663707,0,53.70262089399207,0.49745453131768574,9,neutral,sell_pressure,false,false,false
2026-06-19,6723,09:31,4798,4803,-1000,false,571,9,1,0.002620644480322364,8.183157863600478,2,0.63,-0.0002497918401332223,0,49.61495389421767,0.5024129480660626,9,neutral,sell_pressure,false,false,false
2026-06-19,6723,12:58,4792,4768,4800,true,778,12,1,0.0012782904484512846,15.099881030573417,2,0.58,-0.0010379904504878555,0,37.13677066424989,-0.1172011611999015,9,down,sell_pressure,false,false,false
2026-06-19,8316,09:23,6588,6533,5500,true,563,9,1,0.0025804493017607772,0,2,0.41,-0.0013268998793727383,0,50,0.5,9,neutral,sell_pressure,false,false,false
2026-06-19,8316,09:53,6498,6533,-3500,false,593,9,1,0.0012576011264494643,50.65581256461586,2,0.37,-0.0007359705611775528,0,26.795886538115127,-0.04074955272292314,9,down,sell_pressure,false,false,false
2026-06-19,9984,10:43,7398,7280,11800,true,643,10,1,0.0014243185958244114,11.78427119902494,2,0.5,-0.0005929919137466307,0,39.879318090584356,0.027032406505058636,9,down,sell_pressure,false,false,false
2026-06-19,9984,10:57,7279,7287,-800,false,657,10,1,0.0016167180321660442,34.85581010935778,2,0.42,-0.000027472527472527473,0,28.815356621646316,0.2104965073508429,9,neutral,sell_pressure,false,false,false
2026-06-22,3436,09:24,4198,4229,-6200,false,564,9,1,0.0036515025232249933,12.942576214792139,2,0.56,-0.0013721315353678733,0,38.43002529355284,-0.012579651728771516,9,down,sell_pressure,false,false,false
2026-06-22,3436,13:30,4294,4296,-400,false,810,13,1,0.0012015847059631069,14.23576390435797,2,0.59,-0.000649953574744661,-0.002709607494000225,38.97968877824267,-0.02597521593244651,9,down,sell_pressure,false,false,true
2026-06-22,3778,09:59,3100,3120,-6000,false,599,9,1,0.0012131347028894234,12.704347433584319,1,0.69,-0.001282051282051282,0,37.14918063951782,-0.003263505527013061,9,down,neutral,false,false,false
2026-06-22,3778,13:24,3200,3225,-7500,false,804,13,1,0.001804299731357588,38.97096065460587,0,0.86,-0.0015503875968992248,0,44.31062639121999,0.09655111512109621,9,neutral,neutral,false,false,true
2026-06-22,3778,13:37,3200,3220,-6000,false,817,13,1,0.0018418040447446432,24.380159579313847,0,0.83,-0.0015503875968992248,0,42.53242791862716,0.05886152957075506,9,down,neutral,false,false,true
2026-06-22,3778,13:41,3200,3220,-6000,false,821,13,1,0.00157715900463223,20.92086029517543,0,0.84,-0.00031201248049921997,0,43.02910343428593,0.1742208179276965,9,down,neutral,false,false,true
2026-06-22,3778,13:51,3200,3220,-6000,false,831,13,1,0.0013830015327099448,14.012143671998064,0,0.83,-0.0009331259720062209,0,44.505922247190746,0.3094816259278205,9,down,neutral,false,false,true
2026-06-22,3778,14:35,3200,3190,3000,true,875,14,1,0.0013732124885269359,17.145766956487574,1,0.78,-0.0006230529595015577,0,43.768706067609905,0.4554564596812627,9,neutral,neutral,false,false,true
2026-06-22,5016,09:38,5072,5086,-1400,false,578,9,1,0.004855029492796921,20.79746203889406,0,0.85,-0.0023767777128384958,0,48.68231445313991,0.041037364783090495,9,down,neutral,false,false,false
2026-06-22,5016,09:53,5046,5092,-4600,false,593,9,1,0.003907517016774939,13.645417915611151,1,0.79,-0.0018845700824499409,0,43.59914943909469,0.17844650789186825,9,down,neutral,false,false,false
2026-06-22,5016,10:35,5177,5208,-3100,false,635,10,1,0.002388671627283226,26.69889641740912,0,1.31,-0.000385579332947754,0,57.037322553182776,0.6247481147887497,9,neutral,neutral,false,false,false
2026-06-22,5016,10:39,5192,5255,-6300,false,639,10,1,0.002340280542081865,25.732495258679048,0,1.31,-0.0006144393241167435,0,58.25471862160377,0.6549516538623512,9,neutral,neutral,false,false,false
2026-06-22,5016,13:23,5288,5288,0,false,803,13,1,0.0013393419616836357,29.56873602815867,0,1.28,-0.0013150479053165509,-0.002765903947699328,23.577856201887315,-0.0028728148670810615,9,down,neutral,false,false,true
2026-06-22,5016,14:03,5293,5313,-2000,false,843,14,1,0.001279243456687385,17.771300714961125,0,1.18,-0.0007153614457831325,-0.0018229821473473037,43.81247586105747,0.21745816623384057,9,neutral,neutral,false,false,false
2026-06-22,5016,14:10,5300,5325,-2500,false,850,14,1,0.001331285880823466,12.460926095058792,0,1.21,-0.00007544322897019993,-0.00050289162685447,47.63520836526192,0.2282757207804046,9,neutral,neutral,false,false,false
2026-06-22,6526,10:45,2699,2701,-600,false,645,10,1,0.0018197022560797285,25.25485290468208,2,0.47,-0.0006278855032317637,0,57.4139370789222,0.6285986133674124,9,neutral,sell_pressure,false,false,false
2026-06-22,6526,12:50,2697,2684.5,3750,true,770,12,1,0.0013114043196485615,16.115769302353474,2,0.47,-0.0013625483336402136,-0.004735838612460847,40.94215809379773,0.2909957041137108,9,neutral,sell_pressure,false,false,false
2026-06-22,6526,13:03,2697,2684.5,3750,true,783,13,1,0.0013604462268994005,12.39830007065139,2,0.48,-0.00029618659755646057,-0.004735838612460847,44.49835877140943,0.23043086221040596,9,down,sell_pressure,false,false,false
2026-06-22,6526,13:09,2698,2684.5,4050,true,789,13,1,0.0012624023339454903,9.318461161977824,2,0.48,-0.0004068799704087294,-0.004366812227074291,45.56522904076296,0.28174053257201054,9,down,sell_pressure,false,false,false
2026-06-22,6526,15:17,2697.5,2711,-4050,false,917,15,1,0.0013104848394090833,25.973382767438867,2,0.5,-0.0004438690586277048,-0.004551325419767569,57.57610597670768,0.5981454152847367,9,neutral,sell_pressure,false,false,true
2026-06-22,6723,13:36,4990,5018,-2800,false,816,13,1,0.0016977233958677556,20.208457398488115,2,0.61,-0.0013930348258706469,-0.012988725522516047,25.825758258177785,-0.3260738218728928,9,down,sell_pressure,false,false,false
2026-06-22,7011,09:38,3900,3886,2800,true,578,9,1,0.0013881090281735546,24.30278103600225,2,0.52,-0.00015372790161414298,0,59.36819184089793,0.6169122961829032,9,neutral,sell_pressure,false,false,false
2026-06-22,9984,10:02,7195,7231,-3600,false,602,10,1,0.0014591200245459512,11.795082010663222,2,0.55,0,0,52.44401958852312,0.7437262033433871,9,neutral,sell_pressure,false,false,false
2026-06-22,9984,10:58,7281,7272,900,true,658,10,1,0.0017676869660246083,17.402454596769886,2,0.61,-0.0004932182490752158,0,49.41835425809249,0.3074973398786971,9,neutral,sell_pressure,false,false,false
2026-06-22,9984,11:01,7289,7272,1700,true,661,11,1,0.0017529885368211546,15.359937446200163,2,0.61,-0.0008741975140008195,0,50.941289315413655,0.39205993000888567,9,neutral,sell_pressure,false,false,false
2026-06-23,3436,09:20,4079,4082,-600,false,560,9,1,0.004756910014243193,13.207168807854881,2,0.49,-0.004082612872238232,0,32.14410585630584,-0.08694199399504075,9,neutral,sell_pressure,false,false,false
2026-06-23,3436,10:52,4083,4053,6000,true,652,10,1,0.0023356073535267022,18.255032368656703,2,0.52,-0.0022281424073625575,0,30.704538695245546,-0.19317846520632614,9,down,sell_pressure,false,false,false
2026-06-23,5016,09:13,5266,5187,7900,true,553,9,1,0.004774564592263035,14.204531250014202,2,0.51,-0.00214164944580124,0,42.89772727272727,0.5,9,neutral,sell_pressure,false,false,false
2026-06-23,5016,10:31,5194,5112,8200,true,631,10,1,0.001630862911376044,9.301591276942725,2,0.53,-0.0007289468636102052,0,39.450781727440734,-0.1344812698327014,9,down,sell_pressure,false,false,false
2026-06-23,5016,10:47,5079,5083,-400,false,647,10,1,0.00211422638530742,30.6398477038627,2,0.38,-0.0031776787444293742,0,17.07598421341362,-0.18439821282712468,9,down,sell_pressure,false,false,false
2026-06-23,5016,11:29,5090,5090,0,false,689,11,1,0.001696938311665059,17.857961812474382,2,0.41,-0.0007047768206734534,0,53.23894144687506,0.647538776351898,9,neutral,sell_pressure,false,false,false
2026-06-23,5803,10:09,6932,6884,4800,true,609,10,1,0.004409506632211175,9.717796268990806,2,0.3,-0.0031241124680488497,0,44.6914177521527,0.12641925425084516,9,neutral,sell_pressure,false,false,false
2026-06-23,5803,10:44,6799,6663,13600,true,644,10,1,0.0021952744821648407,12.635770955898389,2,0.26,-0.002555539422099608,0,29.550921886761728,-0.26993794071890104,9,down,sell_pressure,false,false,false
2026-06-23,5803,11:09,6595,6633,-3800,false,669,11,1,0.0033156594670122395,26.331756633727956,2,0.2,-0.0015944645006016848,0,34.57921334870397,0.07793623647281332,9,down,sell_pressure,false,false,false
2026-06-23,6526,10:55,2693.5,2707.5,-4200,false,655,10,1,0.0019017375709500654,32.01058310401951,2,0.32,-0.0005184225143491946,0,27.6313384503093,0.08873971651612644,9,down,sell_pressure,false,false,false
2026-06-23,6526,10:58,2699,2685.5,4050,true,658,10,1,0.0020806296001187057,31.000864767888224,2,0.32,-0.00029596744358120606,0,36.33571353835019,0.24153620390295208,9,down,sell_pressure,false,false,false
2026-06-23,6526,11:25,2699,2706,-2100,false,685,11,1,0.0012961512229842508,16.10417600996635,2,0.38,0,0,52.32023699870608,0.7193127107204542,9,neutral,sell_pressure,false,false,false
2026-06-23,6723,09:17,5180,5093,8700,true,557,9,1,0.006439821825710147,42.78515540666225,0,0.93,-0.003004373455029473,0,61.29010268280011,0.5,9,neutral,neutral,false,false,false
2026-06-23,6723,10:12,5100,5073,2700,true,612,10,1,0.002012214723283452,16.099474404391575,1,0.76,-0.0007423324868138308,0,54.60036141496742,0.6354334480003717,9,neutral,neutral,false,false,false
2026-06-23,6723,10:35,4995,4965,3000,true,635,10,1,0.0017231947609220293,20.654733266312682,2,0.55,-0.002099841521394612,0,25.09134589357984,-0.0932194452285357,9,down,sell_pressure,false,false,false
2026-06-23,6723,10:39,4994,4965,2900,true,639,10,1,0.0016943006900118798,25.720574622175395,2,0.57,-0.0003597841295222866,0,30.678670212704333,0.15025610304863385,9,down,sell_pressure,false,false,false
2026-06-23,6723,10:44,4993,4965,2800,true,644,10,1,0.0016756168364418181,25.53684159721278,2,0.55,-0.000040048057669203045,0,34.84704779143408,0.2505381597213593,9,neutral,sell_pressure,false,false,false
2026-06-23,6723,10:46,4983,4965,1800,true,646,10,1,0.001895131172594808,25.47161667616113,2,0.54,-0.0012365376944555246,0,34.34558748649309,0.19239093975056024,9,down,sell_pressure,false,false,false
2026-06-23,9984,09:28,6774,6785,-1100,false,568,9,1,0.0019135046166919112,18.102850745948196,2,0.27,-0.0016978922716627636,0,27.239468385044745,-0.22078772953448272,9,down,sell_pressure,false,false,false
2026-06-24,5016,09:23,4778,4792,-2800,false,563,9,1,0.006066388755995702,5.699580819982084,0,0.94,-0.0035361842105263155,0,46.44401291975778,0.455619608314625,9,neutral,neutral,false,false,false
2026-06-24,5016,09:33,4789,4790,-200,false,573,9,1,0.004766414958229397,5.402492499945196,0,0.96,-0.00012520868113522537,0,49.28787569379254,0.39053136046254383,9,neutral,neutral,false,false,false
2026-06-24,5016,10:03,4698,4728,-6000,false,603,10,1,0.0025708511638143235,14.89839316992102,1,0.75,-0.0018557570645297342,0,37.22526079837122,0.12313110195339334,9,down,neutral,false,false,false
2026-06-24,5016,10:20,4680,4717,-7400,false,620,10,1,0.0025813213075157907,11.432879735867859,1,0.74,-0.0020723197293296683,0,35.302017568385594,-0.10041687285607516,9,down,neutral,false,false,false
2026-06-24,5016,11:13,4691,4653,7600,true,673,11,1,0.0016190548523393137,19.125578003977434,1,0.76,-0.0009335879482283047,0,32.090676225183145,-0.003289741440015264,9,down,neutral,false,false,false
2026-06-24,5803,09:16,6464,6555,-9100,false,556,9,1,0.007583014799423508,4.32934058484308,2,0.55,-0.0005246103996296868,0,48.527473391176535,0.5,9,neutral,sell_pressure,false,false,false
2026-06-24,5803,09:23,6457,6414,4300,true,563,9,1,0.006809700218273164,4.7190961389982515,2,0.5,-0.002869790871622653,0,46.838465192469506,0.5492617825871786,9,neutral,sell_pressure,false,false,false
2026-06-24,5803,09:47,6295,6335,-4000,false,587,9,1,0.0037697374907707413,15.273758582333054,2,0.41,-0.001325548366735048,0,36.780836841377756,0.030816491134666224,9,down,sell_pressure,false,false,false
2026-06-24,5803,10:20,6281,6318,-3700,false,620,10,1,0.0024795740796166557,13.525038252700233,2,0.42,-0.002887180291856269,0,36.102744879467174,0.0104839560659369,9,down,sell_pressure,false,false,false
2026-06-24,5803,11:05,6393,6350,4300,true,665,11,1,0.0019206560859254078,23.93651463986723,2,0.48,-0.0010580364088999534,0,51.82326197415334,0.5282757064802363,9,neutral,sell_pressure,false,false,true
2026-06-24,5803,11:11,6387,6350,3700,true,671,11,1,0.0017621807407011004,18.638342588282047,2,0.48,-0.0003750586029067042,0,48.228438883276226,0.3357857784993157,9,neutral,sell_pressure,false,false,true
